bruises?;cap-color;cap-shape;cap-surface;gill-attachment;gill-color;gill-size;gill-spacing;habitat;odor;population;ring-number;ring-type;spore-print-color;stalk-color-above-ring;stalk-color-below-ring;stalk-root;stalk-shape;stalk-surface-above-ring;stalk-surface-below-ring;veil-color;veil-type;class
;;;;f;;;;;;v;o;e;;;;;t;;;w;p;p
;;;s;f;;;c;;;;o;;;;;;t;;;w;p;p
;g;;;f;;;;;;;o;;;;;b;e;;;w;p;p
;;;;f;;;c;p;;;o;;;p;;;;;;w;p;p
f;;;y;f;p;;c;;;;;;;;;;e;;k;;;p
;;;;f;;;c;g;;;o;;h;;;;;;;w;p;p
;;;s;f;;;c;d;;v;;;;;;;;;;w;p;p
f;;;;f;;;c;;;;o;;;p;;;;;;w;p;p
;;;;f;;;c;;;;o;;h;;p;;;;;w;p;p
;;;;f;;;;d;;v;;;;;;b;e;;;w;p;p
;;;;f;;;;;;;o;p;;;;b;e;;;w;p;p
f;;;;f;;;c;;;;o;;;;p;;;;;w;p;p
;;;;f;;b;;;;;o;;;;;b;e;;;w;p;p
;;;;f;;;c;;;;o;;;;;b;e;;;w;p;p
;n;;;;;;c;;;v;o;;w;;;?;;;;;p;p
;n;;;;;;c;;;v;;;w;;;?;;;;w;p;p
f;;k;;f;;;c;;;v;;;w;;;;;;;w;p;p
f;;f;s;f;;;;;;;;e;w;;;;;;;w;p;p
f;;;;f;;;;;;v;;;w;;w;;;k;;w;p;p
f;;;;f;;b;c;;;;;;;n;;b;e;;k;;;p
f;;;;f;;b;;d;;;;;;;;;e;;k;w;p;p
;;;;f;;b;c;;;;;;h;;;b;e;;;w;p;p
;;;y;f;;;c;;;;o;;;p;;;e;;;w;p;p
;n;;y;f;;n;c;;;;o;;;;;;;;;w;p;p
;;;;f;;n;c;d;;;o;;;;;;;;s;w;p;p
f;;;;f;;;;;;v;;;w;w;;;;;k;w;p;p
;g;;;f;p;b;;;;;o;;;;;;e;;;w;p;p
f;;;f;f;;;;d;;;o;;;;;;e;;;w;p;p
;;;y;f;;;c;;;;o;;;;p;;e;;;w;p;p
f;;;s;f;;;;;;;o;e;w;;;;;;;w;p;p
f;n;;s;f;;;;;;;;e;w;;;;;;;w;p;p
f;;;;f;;;;d;;;o;;;;n;;e;;;w;p;p
f;;;;f;;;c;;;;o;;;;n;;e;;;w;p;p
f;;;;f;;;;;;v;;;w;w;;;;k;;w;p;p
;n;;;f;;;c;;;v;;e;w;;;;;;;w;p;p
f;;;;f;;;;;;v;;;w;;;?;;;k;w;p;p
f;n;;;f;;;c;;;;o;;w;;;;;;;w;p;p
f;;;;f;;;;;;v;;;w;;w;;;;k;w;p;p
f;;;;f;;;;;;v;;;w;;;;;s;k;w;p;p
;;;;f;;;;;;s;o;p;;w;w;b;;;;w;p;p
;;;;f;p;b;c;;;;o;;h;;;;e;;;w;p;p
;;f;;f;g;;c;;;;o;;h;;;;e;;;w;p;p
f;;;;f;;;c;;;;;;h;;n;b;e;;;w;p;p
;w;;;f;;;c;;;v;;p;;w;w;;;;;w;p;p
;;f;s;f;;n;;;;;o;e;;;;;t;;;w;p;p
f;;f;s;f;;;c;;;v;;;w;;;;;;;w;p;p
f;n;;;f;;;;;;;o;e;w;;;;t;;;w;p;p
;;;;f;;n;;d;;;o;;;w;;;e;;s;w;p;p
;;;s;f;;b;;;;;o;;;w;w;b;;;;w;p;p
;w;;;f;;;c;;;;;p;;w;w;b;;;;w;p;p
f;n;;y;f;;;c;;;v;;;w;;;;;;;w;p;p
;;;s;f;;;c;;;;o;;;w;w;b;;;;w;p;p
f;n;;s;f;;;c;;;v;;;w;;;;;;;w;p;p
f;g;f;;f;;;c;;;;o;;h;;;;e;;;w;p;p
;;;s;f;;b;;;;;o;p;;w;w;;t;;;w;p;p
;;;;f;;;;;;;o;;;w;w;b;e;s;s;w;p;p
;;x;;f;g;b;c;;;;o;;h;;;;e;;;w;p;p
t;;;;f;;;c;u;;;o;p;;w;w;;;;;w;p;p
;w;;;f;;n;;;;;o;p;;w;w;;e;s;;w;p;p
;;x;;f;;;;d;;;;p;;w;w;b;e;s;s;w;p;p
t;;;s;f;;b;c;;;;;p;h;w;w;b;;;;w;p;p
;;;s;f;;n;;;;;o;p;;w;w;;e;s;s;w;p;p
;;;;f;;n;;;;s;o;p;;w;w;;e;s;s;w;p;p
t;;;;f;;;c;;;;o;p;;w;w;e;e;s;s;w;p;p
