Attribute 0;Attribute 1;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 2;Attribute 20;Attribute 21;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 22
;;;;;;;p;;;;;;k;;;;;;;;n;d
;;;;;;;p;;;;;f;;;;;;;;;w;d
;f;;;;;p;;;;;;;k;;;;;;;;;d
;f;;;;;;p;;;;;;n;;;;;;;;;d
;;;;;;;p;;;;;;k;;;;;;;;u;d
;f;;;;;;;;;;;;k;;e;;;;;;;d
;;;;;;;;;;;;y;;y;;;;;;;u;d
;f;;;;;;;;;;;;;y;e;;;;;;;d
;f;;;;;;;;;;;f;;;e;;;;;;;d
;;;;;;;p;;;;;;n;;;;;;;;n;d
;f;;;;;p;;;;;;;n;;;;;;;;;d
;;;;;;;p;;;;;f;;;;;;;;;u;d
;f;;;;;p;;;;;;;;;;;;;;;n;d
;;;;;;;;;;;;;;y;e;;;;;;p;d
;f;;;;;;;;;;;;;;e;;;;;;u;d
;;;b;;;;;;;;;;;;;;;;;n;n;d
;f;;;;;;p;;;;;;;;;;;;;;w;d
e;;;;;;;w;;;;;;;v;e;;;;;;;d
;x;;;;;;;;;;;;n;;;;;;w;n;;d
;;;;;;;p;;;;p;;;v;n;;;;;;;d
;;;?;;;w;;;;;;;;;;;n;;;n;;d
;;;b;;;;w;;;;p;;;;;;;;;;n;d
;;;b;;;;w;;;;p;;k;;;;;;;;;d
;;;b;;;p;;;;;p;;;v;;;;;;;;d
;;;;;;;;;;o;;y;;;;;n;;c;;;d
;;;b;s;;;;;;;;;;y;;;;;;;p;d
;;;;;;p;;;;;p;;;v;n;;;;;;;d
;;;b;;;w;;;;;p;;n;;;;;;;;;d
;;t;b;;;;;;;;p;;n;;;;;;;;;d
;;;b;;;w;;;;;p;;;;;;;;;;n;d
;;;b;;;;p;;;;p;;;v;;;;;;;;d
;f;;;;;;;;;;;f;;y;;;;;;;w;d
e;;;;;;p;w;;;;;;;;n;;;;;;;d
;f;;;;;;;;;;;f;n;;;;;;;;w;d
;;;b;s;;;;;;;;f;;;;;;;c;;;d
;;;;k;y;;;;;;;y;w;;;;;;;;;d
;;e;;k;;;;;;;;y;w;;;;;;;;;d
;;;b;;;;;;;;;s;;;w;;;;;n;;d
e;;;;;;w;p;;;;;;;;e;;;;;;;d
;;;;;;;p;;;;p;;;v;e;;;;;;;d
;;;b;;;w;;;;;p;;k;;;;;;;;;d
;;;b;;;;;;;;p;;k;v;;;;;;;;d
e;;;;;;w;p;;;;;;;;n;;;;;;;d
p;;e;;;;w;;;;;;f;;;;;;;;;;d
p;;e;;;;;;;;;;f;;;;;;;;n;;d
;;;b;;;w;;;;;p;f;;;;;;;;;;d
;;;b;;;;;;;;p;;n;v;;;;;;;;d
;x;;;;;;g;;;;;;;;;t;n;;;;;d
;;t;;;;;;;;;;;;;n;;;;c;b;;d
;;;b;;;;w;;;;p;;n;;;;;;;;;d
;x;;;;;g;;;;;;;;;;t;n;;;;;d
;;;b;;;;;;;;p;;;v;;;;;;;n;d
;;;;;;;;;;;;y;;v;;;n;;;;p;d
;;;b;;;;;;;;p;f;;v;;;;;;;;d
e;;;;;;p;w;;;;;;;;e;;;;;;;d
;;;b;s;;;;;;;;f;;;g;;;;;;;d
;;;b;;;;;;;;p;;;v;;;;;;n;;d
;;;b;s;;;;;;;;f;;;;;;;;;p;d
;x;;;;;;;;;;;y;;;;;n;;;;p;d
;;;?;;;;;;;;;;;v;;;n;;;n;;d
;;;b;;;;;;;o;p;;;;;f;;;;;;d
;;;;;;;;;;o;;;;;;;n;;c;;w;d
;;;b;s;;;;;;;;;;;;f;;;c;;;d
e;;;;;;w;;;;;;;;v;e;;;;;;;d
;x;;;;;;;;;;;s;;;;;;;w;n;;d
e;;;b;;;;;;;o;;;;;;;;;c;;;d
;;t;b;;;;;;;;p;f;;;;;;;;;;d
;f;;;;;;;;;;;f;k;;;;;;;;w;d
;x;;;;;;;;;;;;;;;t;n;;;;p;d
;;;;;;p;;;;;p;;;v;e;;;;;;;d
;;;b;s;;;;;;;;y;;;;;;;;;p;d
;;t;b;;;;;;;;p;;;;;;;;;;n;d
;x;;;;;;;;;;;;k;;;t;n;;;;;d
;;;b;s;;;;;;;;f;;y;;;;;;;;d
;;;;s;;;;;;;;f;;y;;;;;;b;;d
;x;;;;;;;;;;;;;;;t;n;;;;n;d
;;;b;;;;w;;;;p;f;;;;;;;;;;d
;x;;;;;;;;;;;;;;w;;;;w;n;;d
;x;;;;;;;;;;;;n;;;t;n;;;;;d
e;;;;;s;;;;;;p;;;;;t;;;;;p;d
;;;?;;;w;;;;o;;;;;;f;n;;;;;d
;;;?;;;;;;w;o;;;;;;f;n;;;;;d
e;;t;;;;;;;;;p;;;v;;;;;;;p;d
e;;t;;;s;;;;;;;;;v;;;;;;;p;d
e;;t;;;;;;;;;p;f;n;;;;;;;;;d
p;;;b;;;w;;;;;;;;;;f;;;c;;;d
p;;;b;;;w;;;;o;;;;;;f;;;;;;d
p;x;;b;;;w;;;;;;;;;;f;;;;;;d
;;;b;;;w;w;;;;;;;;;f;;;;n;;d
p;;e;b;s;;;;;;;;;;;;f;;;;;;d
;;e;b;;;w;;;;;p;;;;;f;;;;;;d
;;e;b;s;;;;;;;p;;;;;f;;;;;;d
p;;e;;s;;w;;;;;;;;;;f;;;;;;d
e;;;;s;;;;;;;;y;;v;;;;;;;p;d
p;x;e;;;;w;;;;;;;;;;f;;;;;;d
;;;;;;;;;;;;f;;v;;;n;;c;;w;d
;;;b;;;;;;;;p;y;;v;;;;;;;p;d
;;;;s;;;;;;;;y;;v;;;;;;b;p;d
;;;;s;;;;;;;;;;y;g;;;;;b;p;d
e;;;;;;w;;;;;;y;;;;;n;;;;p;d
p;;e;;;;w;;;;;;;;;;f;;;;n;;d
p;;e;;;;w;;;;o;;;;;;f;;;;;;d
p;;e;;;;w;;;;;;;;;;f;;;c;;;d
;x;;;;;;;;;;;;;y;e;t;n;;;;;d
;;;b;s;s;;;;;;p;;k;;;;;;;;;d
e;;t;;;;;;;;;p;f;;;;;;;;;n;d
;f;;;;;;;;;;;f;;;;;n;;c;;w;d
;;;;;;;;;;;;f;;;n;;n;;c;;w;d
e;f;;b;;;;;;;;;f;;;g;;;;;;;d
;;;b;;;;;;;;p;;;v;;;n;;;;p;d
e;;t;;;;;;;;;p;f;;v;;;;;;;;d
;;;;;;w;;;;o;;;;;;;n;;c;b;;d
;;t;;s;s;;;;;;;;;;e;;;;;b;;d
;;;;s;;;;;;o;;;;;e;;;;c;b;;d
;;;;;;;;;;o;;;;;e;;;f;c;b;;d
;f;;;;;w;;;;;;f;;;;;;;c;b;;d
;;;;;;w;;;;o;;f;;;;;;;c;b;;d
e;;;;;;;w;;;;;y;;;;;n;;;;p;d
e;;t;;;;;;;;;;f;;v;;;;;;;p;d
e;f;t;;;;;;;;;p;f;;;;;;;;;;d
;;;b;s;;;;;;o;;y;;;;;;;c;;;d
;;t;;s;s;;;;;;;y;;;;;;;;b;;d
;;;;;;;;;w;o;;;;;;;n;;c;b;;d
e;;;b;;;w;p;;;;p;;;;;;;;;;;d
;;e;;k;;;;;;;;;w;;;f;;;c;;;d
p;;e;;;;;;;w;;;;w;;;f;;;;;;d
e;;;;s;;;;;;;;;;;;;n;;;b;u;d
e;;;b;;;p;w;;;;p;;;;;;;;;;;d
;;t;;s;s;p;;;;;;;;;;;;;;b;;d
;;t;;;;;;;;;p;;n;v;;t;;;;;;d
;;;;;s;;;;;o;;;;;;;n;;;b;w;d
;;t;;s;s;;p;;;;;;;;;;;;;b;;d
;;t;;;;;;;;;p;;;v;;t;;;;;n;d
e;;;b;;;w;;;;;p;;;;;;;;;;p;d
;;e;;;;w;;;;;;y;;;;f;;;c;;;d
;;;;;;w;;;;;;y;;;;f;n;;c;;;d
;;;;;;;;;w;o;;;;;y;;;f;;n;;d
;;;;s;;;;;;o;;f;;;;;;;c;b;;d
e;;;b;;;;w;;;;p;;;;;;;;;;p;d
;;e;b;s;;;;;;;;;;;g;f;;;;;;d
p;x;e;;;;;;;;;;;;;g;;;;;n;;d
;;e;b;s;;;;;;o;;;;;g;;;;;;;d
p;;;b;;;w;;;;;;;;;g;f;;;;;;d
;;;;s;;;;;;;;f;;v;;;;;c;b;;d
p;;e;;;;;;;w;;;;;;;f;;;;;w;d
e;;t;;;;;w;;;;;f;;v;;;;;;;;d
e;;;;s;;;;;;;;y;;;;;n;;;;p;d
;;;b;s;s;;;;;;p;f;;;;;;;;;;d
;;;b;;;w;;;;;p;s;;;;f;;;;;;d
e;;t;;;;w;;;;;p;;n;v;;;;;;;;d
e;;;;;;w;;;;;p;;n;v;;t;;;;;;d
;;;b;s;s;;;;;;p;;n;;;;;;c;;;d
e;;;;;;w;;;;;p;;;v;;t;;;;;p;d
;;;b;s;s;;;;;;p;;;;g;;;;;;n;d
e;;t;;;s;;;;;;p;;k;;;t;;;;;;d
e;;;b;s;s;;;;;o;p;;;;;;;;;;;d
e;;t;;s;s;;;;;;p;;;;;;;;c;;;d
e;;t;;s;s;;;;;;;;;;;;;;c;b;;d
;;;b;s;s;;;;;;p;;n;;;;;;;;p;d
e;;t;;;s;;w;;;;p;;;;;;;;;;n;d
e;f;;;;s;;;;;;p;;k;;;t;;;;;;d
;;;b;s;s;;;;;;p;;n;;g;;;;;;;d
e;;t;;s;s;;;;;;;;;v;;;;;c;;;d
e;;;;;s;;;;;;p;;;y;;t;;;;;n;d
;;e;;;;w;w;;;;;;;;w;f;;;;n;;d
e;;;;;;w;;;;o;;;;;;;n;;;b;w;d
e;;;;;;;w;;;;p;;;;e;t;n;;;;;d
e;;;;s;;;;;;o;;;;v;;;;;c;;w;d
;;;b;;;;;;;;p;;;v;e;t;n;;;;;d
e;;t;;;s;;w;;;;p;;n;;;;;;;;;d
;;;b;s;s;;;;;;p;;;;;;;;c;;n;d
;;;;;s;;;;w;o;;;;;n;;;;c;b;;d
e;f;;;;s;;;;;;p;;n;;;t;;;;;;d
e;;;;;;;w;;;;p;f;;v;;;;;;;w;d
e;;;;;;w;;;;;p;;k;v;;t;;;;;;d
e;f;;;;;;;;;;;f;;v;g;;;;;b;;d
e;;;;;s;;;;;;p;;;;n;t;;;;;n;d
e;;t;;;s;;;;;;p;;;;;t;;;;;n;d
e;;;;;;;w;;;;p;;k;v;;t;;;;;;d
e;;;;;;w;;;;;p;f;;v;;;;;;;w;d
e;;;;;s;;;;;;p;;n;y;;t;;;;;;d
;;;b;;;g;;;;;p;;;v;;t;n;;;;;d
e;;;;s;;;w;;;o;;;;v;;;;;;;w;d
e;;t;;;;;w;;;;p;;n;v;;;;;;;;d
e;;;;;;;w;;;;p;;n;v;;t;;;;;;d
e;;;;;s;;;;;;p;;k;y;;t;;;;;;d
e;;;;;;w;;;;;p;;;v;;t;;;;;n;d
e;;t;;;;w;;;;;p;;;v;;;;;;;n;d
e;;t;;;;;w;;;;p;;;v;;;;;;;n;d
e;;;;;;;w;;;;p;;;v;;t;;;;;n;d
e;;t;;s;s;;;;;;;f;;v;;;;;;;;d
e;;t;;;s;w;;;;;p;;n;;;;;;;;;d
e;;t;;;s;;;;;;p;;n;;;t;;;;;;d
e;;;;;s;;;;;;p;;k;;n;t;;;;;;d
p;;e;;;;;;;;;;;w;;;f;;f;c;;;d
e;f;;;;;;;;;;;f;;;g;;;;c;b;;d
e;f;;;;s;;;;;;p;;;;;t;;;;;n;d
;;;;;s;;w;;;o;;;;;n;;;;c;b;;d
;;;b;;;;g;;;;p;;;v;;t;n;;;;;d
;;;;s;;;;p;w;o;;;;;;;;f;;;u;d
e;;;;;;;w;;;;p;;;v;;t;;;;;p;d
;;;;;s;w;;;;o;;;;;n;;;;c;b;;d
e;;;;s;;;;;;o;;y;;v;;;;;c;;;d
;;;b;;;;;;;;p;;;v;n;t;;;;;p;d
e;;t;;;s;;;;;;p;;n;;;;;;;;p;d
e;f;t;;;s;;;;;;p;;;;;;;;;;p;d
;;;;s;;;;;;o;;;;y;g;;;;c;b;;d
;;;;s;;;w;;;o;;;;;;;n;;c;b;;d
e;;;;;;w;;;;;p;;;;e;t;n;;;;;d
p;;e;b;s;;;;;;o;;;;v;;;;;;;;d
p;x;e;b;;;;;;;;p;;;v;;;;;;;;d
p;;e;b;s;;;;;;o;;;;;;;;;c;;;d
e;;t;;;s;w;;;;;p;;;;;;;;;;n;d
e;;;;;s;;;;;;p;;n;;n;t;;;;;;d
;;;;s;;;;;;o;;y;;v;;;;;c;b;;d
p;;;;;;w;w;;;;p;;;;;f;;;;n;;d
e;;;;;;;;;;o;;f;;;;;n;;;b;w;d
;f;;;s;s;;;;;o;;y;;;;;;;c;b;;d
e;f;;;s;s;;;;;o;;y;;;;;;;c;;;d
;;;;s;s;w;;;;o;p;s;;;;f;;;;;;d
;;;;s;s;;;;w;o;p;s;;;;f;;;;;;d
e;f;;;s;s;;;;;o;;;;;;;;;c;;w;d
e;;t;;s;s;;w;;;o;p;;;;;;;;;;;d
e;;;;s;s;;;;;;p;;k;;;;;;;b;p;d
;;;;s;s;;;;;;p;;k;;;t;;;;b;p;d
;;;;s;s;w;w;;;;p;;;;;;;;w;;n;d
e;;t;;s;s;;w;;;o;;;;v;;;;;;;;d
e;;;b;;;w;g;;;;p;;;;;t;n;;;;;d
e;;;b;;;g;w;;;;p;;;;;t;n;;;;;d
e;;t;;s;s;;;;;o;p;f;;;;;;;;;;d
p;;e;;;;;;;w;o;;;;;;f;;f;;n;;d
;;;;s;s;;;;;;p;;k;;n;t;;;;b;;d
;;;;s;s;;;;;;p;y;;;;t;;;;b;p;d
e;;;;s;s;;;;;;;;k;;n;;;;c;b;;d
e;;;;s;s;;;;;;p;;k;;n;;;;;b;;d
;;;b;s;s;w;w;;;;;f;;;;;;;w;;;d
;;;;s;s;;;;;o;;y;;;n;;;;c;b;;d
e;;;;s;s;;;;;o;;y;;;n;;;;c;;;d
e;;;;s;s;;;;;;;f;;v;g;;;;;b;;d
e;;;;s;s;;;;;;;;;v;;;n;;;b;p;d
;;;b;;s;w;w;;;;p;;;;;;;;;n;p;d
e;;;;s;s;;;;;o;;;;;g;;;;c;b;;d
e;f;;;s;s;;;;;o;p;;;;;;;;;;w;d
e;f;;;s;s;;;;;o;p;;;;;t;;;;;;d
;;;b;s;s;;;;;o;p;;;;;;n;;c;;;d
e;;;;s;;;;;;o;;;;;;;n;;c;b;p;d
e;;;;s;s;;;;;o;;;;;;;;;c;b;p;d
e;;;;s;s;;;;;o;p;;;;;;;;;b;p;d
;;;;s;s;;;;;o;;;;;n;;;;c;b;w;d
e;;;;s;s;;;;;o;;;;;n;;;;c;;w;d
;x;;b;s;s;w;w;;;;;;;;;;;;;n;;d
e;;t;;s;s;w;;;;o;p;;;;;;;;;;;d
e;f;;;s;;;;;;;;;;;;;n;;c;b;p;d
e;f;;;s;s;;;;;;;;;;;;;;c;b;p;d
;;e;b;s;s;w;;;;o;;;;;;;;;c;;;d
;;;;s;s;;;;;;p;;k;v;;t;;;;b;;d
e;;;;s;s;;;;;;p;;k;v;;;;;;b;;d
p;;e;;;;w;w;;;;p;;;s;;f;;;;;;d
e;;;;s;s;;;;;;p;;;y;;;;;;b;n;d
e;;t;;s;s;;;;;o;p;;;;;;;;;;p;d
e;;t;b;s;s;;;;;;p;;;;;;;;;;p;d
e;f;;;s;s;;;;;;;;k;;;;;;c;b;;d
e;f;;;s;s;;;;;;p;;k;;;;;;;b;;d
;f;;;s;s;;;;;;p;;k;;;t;;;;b;;d
;;;;s;s;;;;;;p;;n;;n;t;;;;b;;d
e;;;;s;s;;;;;;;;;v;g;;;;;b;p;d
e;f;t;b;s;s;;;;;;;f;;;;;;;;;;d
e;;;;s;s;;;;;;;;k;;;;n;;c;b;;d
e;;;;s;s;;;;;;p;;k;;;;n;;;b;;d
;;;b;s;s;w;w;;;;;f;;;;;;;;n;;d
e;;;;s;s;;;;;o;p;;;v;;;;;;;w;d
e;;;;s;s;;;;;;p;;n;y;;;;;;b;;d
e;;;;s;;w;w;;;o;;;;v;w;;;;;;;d
;;e;;s;;w;w;;;o;;;;;w;f;;;;;;d
e;;;;s;s;;;;;o;p;f;;;;;;;;b;;d
;;;;s;s;;;;;;p;;;;n;t;;;;b;n;d
e;f;;;s;s;;w;;;o;;;;;;;;;;;w;d
e;;t;;s;s;w;;;;o;;;;v;;;;;;;;d
;;t;b;;;w;w;;;;p;;;;;t;;;;n;;d
e;;t;;;;w;w;;;;p;;;v;;;;;;n;;d
e;;t;;;s;w;w;;;;;;;v;;;;;;n;;d
e;;;;s;s;;;;;o;p;;;v;;t;;;;;;d
;;;b;s;s;w;w;;;;;;;v;;;;;;n;;d
;;;;s;s;w;w;;;;p;;n;;;;;;w;;;d
e;;t;b;s;s;;;;;;;f;;;;;;;;;w;d
e;;;;s;s;;;;;o;p;f;;;;;;;;;w;d
e;;;;s;s;;;;;;p;;k;y;;;;;;b;;d
e;;;;s;s;;;;;;;;;;n;;;;c;b;p;d
e;;;;s;s;;;;;;p;;;;n;;;;;b;p;d
;;;;s;s;;;;;;p;;;;n;t;;;;b;p;d
;f;;;s;s;;;;;;p;y;;;;t;;;;b;n;d
e;;;;s;s;w;;;;;p;;n;;n;;;;;b;;d
e;;;;s;s;w;;;;;;;n;;n;;;;c;b;;d
;;;;s;s;w;w;;;o;p;;;;;f;;;w;;;d
;;e;;s;s;w;w;;;o;;;;;;f;;;w;;;d
p;;;;s;s;w;w;;;o;p;;;;;f;;;;;;d
e;;;;s;s;;;;;;p;;n;;;;;;c;b;p;d
e;;;;s;s;;;;;;;;n;;;;n;;c;b;p;d
e;;;;s;s;;;;;;p;;n;;;;n;;;b;p;d
p;x;;;s;s;w;w;;;;p;;;;;f;;;;;;d
;;;;s;s;w;w;;;o;p;;;s;;f;;;;;;d
p;;;;s;s;w;w;;;;p;;;s;;f;;;;;;d
;;;b;s;s;w;w;;;;p;s;;;;;;;;n;;d
e;;;;s;s;w;;;;;;;n;;;;n;;c;b;;d
e;;;;s;s;w;;;;;p;;n;;;;n;;;b;;d
e;;;;s;s;w;;;;o;;;;v;;;;;c;b;;d
e;;;;s;s;;w;;;;p;;;;;;n;;;b;n;d
e;;;;s;s;;w;;;;;;;;;;n;;c;b;n;d
;;;;s;s;w;w;;;o;p;s;;;;;;;w;;;d
e;f;;;s;s;w;;;;o;;;;;;;;;c;b;;d
e;;;;s;s;;w;;;;;;n;;n;;;;c;b;;d
e;;;;s;s;;w;;;;p;;n;;n;;;;;b;;d
e;f;;;s;s;;;;w;o;;;;;;;;;c;b;;d
e;;;;s;s;w;;;;;p;;;;;;n;;;b;n;d
e;;;;s;s;w;;;;;;;;;;;n;;c;b;n;d
;f;;;s;s;;;;;;p;y;n;;;t;;;;b;;d
;;;;s;s;;;;;;p;y;;v;;t;;;;b;n;d
e;;;;s;s;;;;;;p;f;n;;;;n;;;b;;d
e;;;;s;s;;;;;;;f;n;;;;n;;c;b;;d
;;;;s;s;w;w;;;o;p;f;;;;;;;w;;;d
;;;;s;s;;;;;;p;y;n;v;;t;;;;b;;d
p;;;;s;s;w;w;;;;p;;;;;f;;;c;;;d
e;;;;s;s;;;;;;;;n;;g;;n;;c;b;;d
e;;;;s;s;;;;;;p;;n;;g;;n;;;b;;d
e;;;;s;s;w;w;;;o;p;;;;;;;;w;;;d
e;;t;;s;s;;;;w;o;;;;v;;;;f;;;;d
;;;;s;s;w;w;;;o;p;;;;w;f;;;;;;d
;x;;;s;s;w;w;;;o;p;;;;;;;;w;;;d
e;;;;s;s;;w;;;;;;n;;;;n;;c;b;;d
e;;;;s;s;;w;;;;p;;n;;;;n;;;b;;d
e;;t;;s;s;;;;w;o;p;;;;;;;f;;;;d
e;;;;s;s;;;;;;p;f;;;;;n;;;b;n;d
e;;;;s;s;;;;;;;f;;;;;n;;c;b;n;d
;;;;s;s;w;w;;;o;p;f;;;w;;;;;;;d
e;;;;s;s;;;;w;o;;;;v;;;;;c;b;;d
;x;;b;;s;w;w;;;;p;;;;w;;;;;n;;d
e;;;;s;s;;;;;;p;;;;g;;n;;;b;n;d
e;;;;s;s;;;;;;;;;;g;;n;;c;b;n;d
e;f;;;s;s;;w;;;o;;;;;;;;;c;b;;d
e;f;;;s;s;;;;;;p;;;;;;n;;;b;p;d
e;;;;s;s;;;;;;;f;;;n;;n;;c;b;;d
e;;;;s;s;;;;;;p;f;;;n;;n;;;b;;d
;;;b;s;s;;;;w;o;p;;;;;;;f;;;n;d
e;;;;s;s;;;;;;p;f;;v;;;n;;;b;;d
e;;;;s;s;;;;;;p;;;y;;;n;;;b;p;d
;;;;s;s;;;;;o;p;;;;n;t;;;c;b;;d
e;;;;s;s;;w;;;;;f;;v;;;n;;;b;;d
;;;b;s;s;;;;w;o;p;;n;;;;;f;;;;d
e;f;;;s;s;;;;;;p;;;;g;;;;;b;p;d
;;;;s;s;w;w;;;o;p;;;;;;;;w;;p;d
e;;;;s;s;;w;;;o;;;;v;;;;;c;b;;d
e;f;;;s;s;;;;;;p;f;;;;;n;;;b;;d
e;f;;;s;s;;;;;;;f;;;;;n;;c;b;;d
e;f;;;s;s;w;;;;;p;;;;;;;;c;b;n;d
e;f;;;s;s;;w;;;;p;;;;;;;;c;b;n;d
e;f;;;s;s;w;;;;;p;;n;;;;;;c;b;;d
e;f;;;s;s;;w;;;;p;;n;;;;;;c;b;;d
;x;e;b;s;s;w;w;;;o;p;;;;;;;;;;;d
;;e;b;s;s;w;w;;;o;p;;;v;;;;;;;;d
e;;;;s;s;;;;;o;p;;;y;;;n;;c;b;;d
e;;;;s;s;;;;;o;p;;;y;;t;;;c;b;;d
p;;e;b;s;s;w;w;;;o;p;s;;;;;;;;;;d
