bruises?;cap-color;cap-shape;cap-surface;gill-attachment;gill-color;gill-size;gill-spacing;habitat;odor;population;ring-number;ring-type;spore-print-color;stalk-color-above-ring;stalk-color-below-ring;stalk-root;stalk-shape;stalk-surface-above-ring;stalk-surface-below-ring;veil-color;veil-type;class
;;f;f;f;;;c;;;;o;p;;;;;;;;w;p;e
;;;y;f;;;;;;v;o;;;w;;b;;;;w;p;e
;;;;f;g;b;;;;;o;;;;w;;e;;;w;p;e
f;;;;f;;;;;;;;p;;w;;;e;k;;w;p;e
f;;;;;;;;;;v;o;;n;;;?;;s;s;;p;e
;;;;f;;;c;d;;;o;p;;;p;;;;;w;p;e
f;;k;;;;;c;l;;;o;;;;;?;e;;;;p;e
;;;y;f;;;c;d;n;;;;;;;;;s;;w;p;e
;;;;f;p;b;c;;;;;;;p;p;b;;s;;;;e
;;x;;f;g;;;g;;;;p;;;;;e;;;w;p;e
f;;;;f;;;;;;s;;;w;w;w;;;;;w;p;e
t;e;;s;f;e;b;c;;n;;;;;;;;;;;;;e
;;x;;f;;;w;;;;;;w;w;;;e;;;w;p;e
;;;y;f;p;;c;;;;;;;;p;;t;s;s;;;e
;;;y;f;p;b;c;;;;;;;;p;b;;;s;;;e
f;;k;;;;b;c;;;c;o;;;;;;e;;;;p;e
;n;;;f;w;;c;;;;;;;;p;;t;s;s;;;e
f;;f;;f;;n;c;;;;;;;w;w;;e;;;;;e
;n;;;f;w;;c;;;;;;;p;;;t;s;s;;;e
;;f;;f;p;;;d;;;o;;;;w;;;;;w;p;e
f;;;;f;w;;;;;;;p;;;n;;e;;;w;p;e
t;;;y;f;p;b;c;;;;;;;;;;;s;s;;;e
;;;;f;p;b;c;;;;;;;p;w;b;;s;;;;e
;;;;f;;;c;d;;;o;p;;p;;;;;;w;p;e
;;;;f;h;;;;n;;o;;;w;w;;;;;w;p;e
;;;;;n;;;l;;;o;p;;;;;e;s;s;;p;e
;;x;y;f;;b;c;;;;;p;;;;;;;;w;p;e
;;;;f;;;c;;;v;o;p;;p;;;;;;w;p;e
;;;;f;u;;c;;;;;;;;p;b;t;s;s;;;e
;;;;f;;b;w;;;s;;;;w;w;;;;;w;p;e
f;;;;f;;b;;;;s;;;;w;w;;;;;w;p;e
;;f;;f;p;;;d;;;o;;;w;;;;;;w;p;e
;;;y;f;;;;;;v;o;;;;;b;;s;;w;p;e
;;;y;f;w;;;;;v;o;;;;;b;;;;w;p;e
;;;;f;h;;;d;;;o;;;;w;;e;;;w;p;e
;;;;f;;b;w;;;;;;w;w;w;;;;;w;p;e
;;;;f;g;;;g;;;o;p;;;;;e;;;w;p;e
f;;;;f;w;n;;;n;;;;;;;b;e;;f;;;e
;;;y;f;w;;c;;;;;;;;w;;t;s;s;;;e
;;;;f;u;;c;;;;;;;p;;b;t;s;s;;;e
f;n;;;f;;n;c;;;;;;;w;w;;e;;;;;e
;;f;;f;;;w;;;;;;;w;w;;t;;;w;p;e
;;;y;f;p;b;c;;;;;;;p;;b;;;s;;;e
;;;y;f;p;;c;;;;;;;p;;;t;s;s;;;e
;;;y;f;;b;c;;;;o;p;;;;;;;;w;p;e
;;;;f;w;;c;d;n;;;;;;;;;s;;w;p;e
;;;y;f;p;;c;;;;;;;p;p;;;s;s;;;e
t;w;x;y;f;;;c;;;;;;;;;c;e;;;;;e
;;;y;f;w;;c;;;;;;;p;;;t;s;s;;;e
;;f;;;;b;;l;;;;p;;;;;e;s;s;;p;e
;;;y;f;p;;c;;;;;;;;w;;t;s;s;;;e
;e;k;;f;;;c;;;;;e;;;;;e;;;w;p;e
f;;;;f;g;;;;;;;;w;;;;e;k;;w;p;e
f;;b;;;;;;l;n;;o;;;;;?;e;;;;p;e
f;;b;;f;;;w;g;n;;;;w;;;;e;;;;p;e
f;;;;f;;n;w;l;;;o;;;;;;e;;;w;p;e
;;;;f;;;c;;;;o;p;k;;p;;;s;;w;p;e
;;;;f;;n;;l;;;o;e;w;;;;e;;;w;p;e
;;;;f;;;c;;;;o;p;n;p;;;;s;;w;p;e
;;f;;f;w;;c;;;;;;;p;p;;t;s;s;;;e
;;;;f;;n;;l;;v;o;;;w;;b;;;;w;p;e
;n;;;f;w;;;;;;o;;;;;;t;s;s;w;p;e
;;;y;f;;b;c;;;;;;;;w;b;t;s;s;;;e
;;f;s;f;w;;;;;;;e;;;;;;s;s;w;p;e
;;;;f;p;;c;p;;;o;;;;w;;e;;;w;p;e
;;;;f;;;c;;;;o;p;k;p;;;;s;;w;p;e
f;;;;f;n;;;;;;o;e;;w;w;;;;;w;p;e
;;b;;f;;;;;n;;t;p;w;;;;e;;;w;p;e
;w;;;f;;b;w;;;;o;;;w;w;;;;;w;p;e
;;;;f;;b;;;;n;;p;;w;w;;e;;;w;p;e
;e;k;;f;;;c;;;c;;e;w;;;;;;;w;p;e
;;;y;f;;b;c;;;;;;;w;;b;t;s;s;;;e
;;;;f;;b;;;;s;;p;;w;w;;e;;;w;p;e
f;;;;f;w;;c;;;;o;;h;;;;e;;;w;p;e
f;;;f;f;g;;;;;;;p;;;;;e;k;;w;p;e
;;;s;f;w;;w;;;;;p;;w;w;;;;;w;p;e
;;;y;f;;b;c;;;;;;;;p;b;t;s;s;;;e
f;c;;;f;w;;;l;;;;;w;;;;e;;;w;p;e
;;;;f;;;c;d;;;o;;h;w;;;e;;;w;p;e
f;;;;f;;;;;;s;o;e;;w;w;;;;;w;p;e
;;;;f;;;;;;s;o;e;;w;w;e;;;;w;p;e
;;b;;;;b;;l;n;;;p;;;;;e;s;s;;p;e
;;f;;f;;n;;;;v;o;;;w;;b;;;;w;p;e
;;;y;f;p;;c;d;;;o;;;;;;;s;;w;p;e
f;;f;;a;;b;c;;;c;o;;;;;;e;;;;p;e
;g;f;;f;;;c;;;;o;;;;w;;e;;;w;p;e
t;w;x;;f;;b;c;;;;;;;;;c;;s;s;;;e
;;;;f;;;c;;;;o;p;n;;p;;;s;;w;p;e
;;f;;f;w;;c;;;;;;;p;w;;t;s;s;;;e
;;;y;f;;;c;;n;;;;w;;;;e;s;;w;p;e
;w;;;f;;b;w;;;;;p;;w;w;;;;;w;p;e
f;;;y;f;;n;;;;;;;;w;;;e;s;;w;p;e
;;;;f;w;n;;;;v;o;;;w;;b;;;;w;p;e
;y;;;f;;;;d;;v;o;p;;;;b;;;;w;p;e
;;;y;f;;b;c;;;;;;;p;;b;t;s;s;;;e
f;;;;f;w;n;w;;n;;;;;;;b;e;f;;;;e
f;;;;f;p;;;;;;o;e;;w;w;;;;;w;p;e
;;;;f;;;c;;;v;o;;h;w;;;e;;;w;p;e
;g;;y;f;;b;c;;;;;p;;;;b;;;;w;p;e
t;;;;f;p;b;c;;;;;;;w;w;;;s;y;;;e
;;;;f;p;;;;;s;o;;n;w;w;;;;f;w;p;e
;;;;f;g;;;;n;;;p;w;w;w;;e;;;w;p;e
f;;;;f;w;;;;n;;;e;;;n;b;e;;;w;p;e
;;;;f;;;;;;v;o;;;w;w;?;;s;f;w;p;e
;w;;;f;;;;g;;;o;;;w;w;e;t;;;w;p;e
;;;;f;p;;;g;;;o;;n;w;w;;;;f;w;p;e
;y;;f;f;;;;d;;v;o;;;w;;b;;;;w;p;e
;;;;f;u;;;;;;o;p;;;;b;t;s;s;w;p;e
t;;;;f;;;;;l;;o;p;;w;w;;;s;;w;p;e
;;;;f;g;;;;;s;;p;w;w;w;;e;;;w;p;e
;;;;f;p;;;;;;o;;n;w;w;e;;;f;w;p;e
;;;;f;g;;;g;;s;;p;;w;w;;e;;;w;p;e
f;;;y;f;;;c;;;;o;;h;;;?;e;;;w;p;e
;;;;f;;n;c;;;;o;;h;w;;?;e;;;w;p;e
;w;;;f;;;;;;s;o;;;w;w;e;;;f;w;p;e
;;;;f;p;;;;;s;o;;k;w;w;;;;f;w;p;e
;;;;f;p;;;;;s;o;;;w;w;e;;;f;w;p;e
;w;;;f;;;;;;s;o;;;w;w;e;t;;;w;p;e
t;;;;f;n;;;d;;;o;p;;;;;;s;s;w;p;e
;w;;;f;;;;g;;;o;;k;w;w;;;;f;w;p;e
;w;;;f;;;;;;;o;;k;w;w;e;;;f;w;p;e
;;;;f;p;;;g;;;o;;;w;w;e;;;f;w;p;e
;;;;f;w;n;;d;;v;o;;;w;;;;;s;w;p;e
t;;;;f;;;;;a;;o;p;;w;w;;;s;;w;p;e
;;;;f;p;;;;;s;o;e;;w;w;;t;;;w;p;e
;;;;f;p;;;g;;;o;;k;w;w;;;;f;w;p;e
;;;;f;p;;;;;;o;;k;w;w;e;;;f;w;p;e
;;f;f;f;p;;;;;v;o;p;;;;b;;;;w;p;e
f;g;;;f;;b;w;;;;;p;;w;w;;;;;w;p;e
t;;;;f;;;;;;;o;p;n;;;b;;s;s;w;p;e
;;;y;f;p;;c;d;;;o;;;;w;;e;;;w;p;e
;;;;f;h;;;;;s;o;e;;w;w;;t;;;w;p;e
f;;k;;f;w;;;;n;;;;;;n;b;e;;;w;p;e
;w;;;f;;;;g;;;o;;;w;w;e;;;f;w;p;e
;w;;;f;;;;;;s;o;;k;w;w;;;;f;w;p;e
;w;;;f;;;;;;;o;;n;w;w;e;;;f;w;p;e
;w;;;f;;;;g;;;o;;n;w;w;;;;f;w;p;e
;w;;;f;;;;;;s;o;;n;w;w;;;;f;w;p;e
;w;f;;f;;n;;d;;;o;;;w;w;;;s;;w;p;e
;;;;f;p;;w;;;s;;p;w;w;w;;e;;;w;p;e
f;;;y;f;w;;;;n;;o;;;;n;b;e;;;w;p;e
;;;;f;;;c;;;v;o;;h;w;w;?;;s;;w;p;e
f;;;f;f;;;;;;v;o;;;w;n;b;e;;;w;p;e
;;f;;f;;n;c;d;;;o;;;w;w;;e;;;w;p;e
;;f;;f;;;;;;v;o;p;k;;;b;;s;s;w;p;e
;;;;f;w;;;;;v;o;p;k;;;b;;s;s;w;p;e
t;b;x;;f;;b;c;w;;;;;;;;;;s;s;w;p;e
f;;;f;f;;;;;;v;o;;;w;n;;e;;s;w;p;e
f;;;;f;w;n;w;;;v;o;e;w;;;;e;;;;p;e
;;;y;f;;n;c;d;;;o;;;w;w;;e;;;w;p;e
;;;y;f;;;c;d;;;o;;;w;w;;e;s;;w;p;e
;w;;;f;;b;;;;;o;;;w;w;;e;s;s;w;p;e
;e;k;;f;;b;c;w;;c;;;w;;;;e;;;w;p;e
;;;y;f;;;c;;;v;o;p;;;;;t;s;s;w;p;e
;;;;f;g;;;;n;;o;;;w;w;;e;s;s;w;p;e
f;;;f;f;;;;;;v;o;;;w;n;;e;s;;w;p;e
;w;;;f;;;c;d;n;;;;;w;w;;e;s;;w;p;e
;w;;;f;;;c;;;;o;;h;w;w;;e;s;;w;p;e
t;;;;f;n;;;;;v;o;p;;;;b;;s;s;w;p;e
;;;;f;w;;;;;v;o;p;n;;;b;;s;s;w;p;e
;;k;;f;w;;;;n;;o;e;;w;;b;e;;;w;p;e
;n;;;f;;n;c;u;n;;o;;;w;;;e;;;w;p;e
;;f;;f;;;;;;v;o;p;n;;;b;;s;s;w;p;e
;n;;;f;;;c;;;v;o;p;;;;;t;s;s;w;p;e
;;;;f;u;;c;;;;o;;h;w;w;;e;s;;w;p;e
f;;;f;f;;n;c;u;n;;o;;;w;;;e;;;w;p;e
;;;;f;g;;;;;;o;p;;w;w;e;e;s;s;w;p;e
t;;k;;f;;;;w;n;c;;;w;;;;e;s;s;w;p;e
;e;;s;f;;;c;w;;;;e;w;;;?;;s;s;w;p;e
;g;;;f;;;c;u;;;o;p;k;w;w;;;s;s;w;p;e
;g;;;f;;;c;u;;;o;p;n;w;w;;;s;s;w;p;e
t;b;;;f;;b;c;w;n;;t;;;;;;e;s;s;w;p;e
;;;;f;g;;c;u;;;o;p;;w;w;;e;s;s;w;p;e
;g;;;f;;;c;u;;;o;p;;w;w;;e;s;s;w;p;e
t;;;;f;;n;;d;;;o;p;;w;w;b;;s;s;w;p;e
t;;;s;f;;n;;d;;v;o;p;;w;w;;;s;s;w;p;e
t;w;;;f;;n;;;;v;o;p;;w;w;b;;s;s;w;p;e
t;;x;;f;;n;;d;;v;o;p;;w;w;;;s;s;w;p;e
t;;;;f;p;n;;d;;v;o;p;;w;w;;;s;s;w;p;e
f;y;;y;;;;;;;;;;;;;;;;;;;p
f;e;k;;;;;;;;;;;;;;;;;;;;p
f;e;;;f;;;;;;;;;;;;;;;;;;p
;;;;f;h;;;;;;;;;;;b;;;;;;p
;;;;f;;;;;;;;;;w;;?;t;;;;;p
f;e;;;;;;c;;;;;;;;;;;k;;;;p
f;;;y;;;;c;;;;;;;;;;;k;;;;p
;y;;;f;;n;;;;;;;;;;;;;y;;;p
;;;;f;;;c;;f;;;;;;;;t;;;;;p
;;;;;;;;;;c;;;;;;c;e;;;;p;p
;;;;f;;;;;;;;;;;w;?;t;;;;;p
;;;;f;;;;;;;;;;;;?;t;s;;;;p
f;;;y;f;;;;;m;;;;;;;;;;;;;p
;;;;f;;;c;;f;;;;;p;;;;;;;;p
f;e;;s;;;;;;s;;;;;;;;;;;;;p
;;;;f;g;;;;;;;;;;;b;e;;;;;p
f;;;y;a;;;;;m;;;;;;;;;;;;;p
;p;;;f;g;n;;;;;;;;;;;;;;;;p
f;y;;;f;;;;;;;;;;;;;e;;;;;p
t;;;;f;;n;;;;;;;;;;;e;;;;;p
f;;;;f;;;c;;;;;;;;;;;k;;;;p
f;p;;;f;;;c;;;;;;;;;;;;;;;p
f;e;;s;;;;;;f;;;;;;;;;;;;;p
;;;;f;;;c;;f;;;;;;p;;;;;;;p
;y;;f;f;;;;;;;;;;;;;;k;;;;p
;;;;f;;;;;;;;;;;;?;t;;s;;;p
f;e;;s;;;;;;y;;;;;;;;;;;;;p
f;p;;;f;;;w;;;;;;;;;;;;;;;p
;;;;f;;b;c;;f;;;;;;;;e;;;;;p
f;;;s;f;;n;;;;;;;;;;;;;s;;;p
;w;;;f;;b;;;;;;;;;;b;;s;;;;p
;;;;;;;;;;c;;;w;;;;e;;y;;p;p
;;;s;f;;;c;;;;;;;;;;t;s;;;;p
f;;;;;;;;;;c;;;w;;;;e;;;;p;p
;;;;f;h;b;c;;f;;;;;;;;;;;;;p
;;;;f;;;c;;;;;;;;p;?;t;;;;;p
f;;;;f;;;c;;;;;;;p;p;;;;;;;p
t;;;y;f;w;n;;;;;;;;;;;;;;;;p
;w;;;f;n;;;;;;;;;;;b;e;;;;;p
;;;;f;p;;c;;;;;;;;;b;e;;;;;p
;;;;;;;;;;;o;;w;;;;e;;y;;p;p
f;;;;;;;;;;;o;;;;;;e;;y;;p;p
t;;;;f;w;n;c;;;;;;;;;;;;;;;p
;w;;;f;;b;;;;;;;;;;b;;;s;;;p
;y;;;f;p;;;;;;;;;;;b;e;;;;;p
;w;;;f;;;c;;;;;;;;;b;;s;;;;p
;w;;;f;n;;;;;;;;;;;e;e;;;;;p
;;;s;f;p;;c;;;;;;;;;;;;s;;;p
f;;;s;f;;n;;;;;;;;;w;;;;;;;p
;y;x;;f;;;;;;;;;;;;b;e;;;;;p
;n;;;f;;n;;;;;;;;;w;;t;;;;;p
;;;;f;;;;;;;;;;;;b;t;f;f;;;p
;;;;f;;;;;;;;;;;;b;t;f;s;;;p
;y;;f;f;;;;;;;;;;;;b;e;;;;;p
;;;;f;p;n;w;;;;;;;;;;e;;;;;p
;n;;;f;;n;;;;;;;;w;;;t;;;;;p
;;;s;f;;n;;;;;;;;;;e;e;;;;;p
;;;;f;n;n;w;;;;;;;;;;e;;;;;p
;;k;;f;;n;;;;;;;;w;w;;;;;;;p
;w;;s;f;;;c;;;;;;;;;b;;;;;;p
;w;;;f;p;;;;;;;;;;;b;;;f;;;p
f;;;;;;;c;;;;;;;;;?;;k;s;;;p
;;k;;f;;n;;;;;;;;;;?;;s;;;;p
;;;;f;;n;;;;;;;;;w;?;;;s;;;p
;;;s;f;;n;c;;;;;;;w;;;;;;;;p
;;;s;f;k;;;;;;;;;;;e;e;;;;;p
;w;;;f;w;b;;;;;;;;;;b;;;;;;p
;;;;f;;;;g;;v;;;;;;;;;;w;p;p
f;;;;;;;;;;;o;;;;;;;k;;w;p;p
;n;;;f;;n;;;;;;;;;;;t;;s;;;p
;;k;;f;;n;;;;;;;;;w;;;s;;;;p
;;k;;f;;n;;;;;;;;;w;?;;;;;;p
;;;s;f;;n;c;;;;;;;;w;;;;;;;p
;;;;f;;;c;;;;;;;p;p;?;;;;;;p
f;;x;;f;;;c;;c;;;;;;;;;;;;;p
;;k;;;;;;;;;o;;w;;;?;;;;;p;p
;;;;f;p;b;c;;f;;;;;;;;;;;;;p
;;k;;;;;;;;;o;;;;;?;;;;w;p;p
f;p;;;f;n;n;;;;;;;;;;;;;;;;p
;w;;;f;n;n;;;;;;;;;;;e;;;;;p
;;;s;f;;;c;;;;;;;w;;;t;;;;;p
t;;;;f;p;n;c;;;;;;;;;;;;;;;p
;;f;;f;p;;;;;;;;;;;b;e;;;;;p
f;p;;;f;u;n;;;;;;;;;;;;;;;;p
;;;;f;;;c;;;;;;;p;w;?;;;;;;p
t;;b;;f;;;;;;;;;;;;b;e;;;;;p
t;w;;;f;w;;;;n;;;;;;;;;;;;;p
f;;;;f;;;c;;f;;;;;;;;;;k;;;p
;;b;;f;w;n;;;n;;;;;;;;;;;;;p
;;;s;f;;;c;;;;;;;;;;t;;s;;;p
f;;;;f;h;;;;;;;;;;;;e;;k;;;p
f;;;;f;h;b;;;;;;;;;;;;;k;;;p
;w;;;f;k;;;;;;;;;;;e;e;;;;;p
;;;;f;h;b;c;;;;;;;;;;e;;;;;p
t;;;;f;n;n;c;;;;;;;;;;;;;;;p
f;;k;;;;;;;;;;;;;;;e;k;y;;;p
f;;;s;f;;n;;;;;;;;;;;;s;;;;p
;;;s;f;p;;c;;;;;;;;;b;;;;;;p
;;;s;f;;n;c;;;;;;;;;;;s;;;;p
;;k;;f;;n;;;;;;;;w;;?;;;;;;p
;w;;s;f;;n;;;;;;;;;;;e;;;;;p
;w;;;f;;n;w;;;;;;;;;;e;;;;;p
f;;;;f;;;;;;;;;;;;?;t;k;;;;p
;;;s;;;;;;;v;;;;;;?;;;;w;p;p
;;;s;f;;;c;;;;;;;;w;;t;;;;;p
t;w;f;;f;;;c;;;;;;;;;;;;;;;p
t;w;;;f;;;;;;;;;;;;b;e;;;;;p
t;;;;f;k;n;c;;;;;;;;;;;;;;;p
;n;;;f;;n;;;;;;;;;;;t;s;;;;p
;;;;f;;;;g;;;;;;;;b;;;;w;p;p
;w;;;f;;;;;;;;;;;;b;t;;f;;;p
;;;s;f;n;n;;;;;;;;;;;e;;;;;p
t;;b;;f;w;;;;n;;;;;;;;;;;;;p
;;;;f;;;c;;;;;;;p;;?;t;;;;;p
f;;;;;;;;d;;;;;;;;;;k;;w;p;p
f;;;;f;;;c;;;;;;;p;;;;;k;;;p
f;;;;f;;;;;;;;;;;;?;t;;k;;;p
;;;s;f;w;n;;;;;;;;;;e;;;;;;p
;;;y;f;;n;c;;;;;;;;;;;;s;;;p
;p;x;;f;;;c;;c;;;;;;;;;;;;;p
;;;;f;;n;;;;;;;;w;;?;;;s;;;p
;;;y;f;;n;;;;;;;;;w;;;;s;;;p
f;;;s;f;;n;;;;;;;;w;;;;;;;;p
;w;x;;f;;;;;;;;;;;;b;;;f;;;p
;;;s;f;n;;;;;;;;;;;e;e;;;;;p
;;k;;f;;n;;;;;;;;;w;;;;s;;;p
;w;;;f;;b;c;;;;;;;;;b;;;;;;p
;;;s;f;;n;w;;;;;;;;;;e;;;;;p
;;k;;f;;n;;;;;;;;;;?;;;s;;;p
f;p;;;f;p;n;;;;;;;;;;;;;;;;p
;w;;;f;;;c;;;;;;;;;b;;;s;;;p
;;;s;f;p;;c;;;;;;;;;;;s;;;;p
;;;s;f;;n;c;;;;;;;;;;;;s;;;p
f;;x;;f;;;w;;c;;;;;;;;;;;;;p
;;;;;;;;d;;v;;;w;;;;;;;w;p;p
f;;;;f;;;c;;;;;;;;p;;;;k;;;p
;;;s;f;p;n;;;;;;;;;;;e;;;;;p
f;;;;;;;c;;;;;;;;;;;k;;w;p;p
f;y;;;f;w;n;;;n;;;;;;;;;;;;;p
;w;f;;f;w;b;;;;;;;;;;;;;s;;;p
;n;;y;f;;n;c;;;;;;;w;;;;;;;;p
f;;;;;;;;d;;;o;;n;;;;;;;w;p;p
;w;f;;f;n;n;;;;;;;;;;e;;;;;;p
t;w;;;f;p;;c;;;;;;;;;;;s;;;;p
;;;;;;;;d;;;o;p;;;;;e;;;w;p;p
;;;y;f;p;;c;;;;;;;;p;;e;;;;;p
;;;y;f;p;;c;;;;;;;p;;;e;;;;;p
f;;x;;f;n;n;;;c;;;;;;;;;;;;;p
;;f;;f;;;c;;;;;;;p;p;;e;;;;;p
f;;k;;;;;c;;;;o;;;;;;;;;w;p;p
f;;k;;;;;c;;;;o;;w;;;;;;;;p;p
f;;;f;f;;;c;;;;;;;;;b;e;;;;;p
f;;f;f;f;;b;;;;;;;;;;b;;;;;;p
f;g;;;f;h;b;c;;;;;;;;;;;;;;;p
;;;;;;b;;d;;v;;;;;;;e;;;w;p;p
f;;f;;f;;n;;;;;;;;;w;;t;;;;;p
f;;;;f;;n;;;;;;;;;w;?;;k;;;;p
;g;;s;f;p;;;;;;;;;;;b;;s;;;;p
;n;;;f;;n;c;;;;;;;;;?;;s;;;;p
f;;;f;f;p;b;c;;;;;;;;;;;;;;;p
f;;;s;f;g;n;w;;;;;;;;;;;;;;;p
;;;;;;;;d;;v;;p;;;;;e;;;w;p;p
;n;;y;f;;n;c;;;;;;;;w;;;;;;;p
;;;;f;;;;;;;;;;w;w;b;t;f;;;;p
;;;s;f;;b;;;;;;;;;;b;t;f;;;;p
;w;x;s;f;p;;c;;;;;;;;;;;;;;;p
t;w;f;y;f;w;;;;;;;;;;;;;;;;;p
;n;;;f;;n;c;;;;;;;;;?;;;s;;;p
;;k;;f;;n;;;;;;;;;w;;;;;w;p;p
;;k;;f;;;;;;;o;;;;w;;;;;w;p;p
;w;;;f;;b;;;;;;;;;;b;t;f;;;;p
f;g;;;f;g;b;c;;;;;;;;;;;;;;;p
f;;x;;f;u;n;;;c;;;;;;;;;;;;;p
;;;;f;;;;;;;o;;w;;w;;;;;w;p;p
f;;;;f;;n;;;;;;;;;;?;;k;s;;;p
;;f;s;f;p;;c;;;;;;;;;;t;;;;;p
f;;;s;f;u;n;w;;;;;;;;;;;;;;;p
f;;f;;f;;n;;;;;;;;;;;t;s;;;;p
;;;;;;b;;d;;;o;;;;;;e;;;w;p;p
;;;;f;;;c;;;;;;;p;p;b;e;;;;;p
f;;;;f;g;b;c;;f;;;;;;;;;;;;;p
;n;;;f;;n;c;;;;;;;;w;?;;;;;;p
f;g;;;f;;;c;;;;;;;;;b;e;;;;;p
f;;f;;f;;n;;;;;;;;;;;t;;s;;;p
f;;;s;f;n;n;w;;;;;;;;;;;;;;;p
;e;;;;;;c;d;;;;;w;;;;;;;w;p;p
f;;;s;;;;;;;;o;p;;;;;;;;w;p;p
;y;;;f;;;;;;;;;;;;b;e;;;w;p;p
;y;;;f;;b;c;;;;;;;;;b;e;;;;;p
;n;;y;f;;n;c;;;;;;;;;;;s;;;;p
;;f;;f;h;;c;;;;;;;;;;t;s;;;;p
;;;;;;;c;;;v;o;;w;;;;;;;w;p;p
;;;;;;;;;;v;o;;w;;;?;;;;w;p;p
;;;;f;;;;;;;;;;w;w;b;t;;f;;;p
;;;s;f;;b;;;;;;;;;;b;t;;f;;;p
f;;;;f;;;;;;;;;;w;n;;e;;y;;;p
;w;;s;f;n;n;c;;;;;;;;;;;;;;;p
;w;;s;f;p;n;c;;;;;;;;;;;;;;;p
;;f;;f;h;;c;;;;;;;;;;t;;f;;;p
f;g;f;;f;;b;;;;;;;;;;;e;;;;;p
f;;k;;f;;n;;;;;;;;;;?;;;k;;;p
f;g;;;f;p;b;c;;;;;;;;;;;;;;;p
f;;f;;f;;n;;;;;;;;w;;;t;;;;;p
f;;k;;f;;n;c;;;;;;;;;;t;;;;;p
f;;;f;f;;;;;;;;;;;;b;e;k;;;;p
;;f;;f;h;;c;;;;;;;p;;;e;;;;;p
;w;f;;f;;b;c;;;;;;;;;;;;s;;;p
f;;k;;f;;n;;;;;;;;;;;e;;y;;;p
f;;;f;f;g;b;c;;;;;;;;;;;;;;;p
f;;;y;;w;b;c;;m;;;;;;;;;;;;;p
f;;;;f;p;;;;;;;;;;;b;e;;k;;;p
;;;y;f;;;c;;;;;;;p;p;;e;;;;;p
f;;x;;f;p;n;;;c;;;;;;;;;;;;;p
f;;;;f;;;;;;;;e;;;;;e;;y;;p;p
;;;;f;;;;;n;;;e;;;;;e;;y;;p;p
f;;;s;;;;c;;;;o;;;;;;;;;w;p;p
;;;;f;;;c;;f;;o;;;;;;;;;w;p;p
f;;;;f;;n;;;;;;;;w;;?;;k;;;;p
f;;x;;f;g;n;;;c;;;;;;;;;;;;;p
f;;;;f;;;;;;;o;;;;;;;;k;w;p;p
f;;k;;f;;n;;;;;;;;;;?;;k;;;;p
f;;;s;;;;c;;;;;;;;;;;s;;w;p;p
t;w;x;;f;p;;c;;;;;;;;;;;;;;;p
;;f;s;f;p;n;;;;;;;;;;e;;;;;;p
;;f;;f;h;;c;;;;;;;;;;t;;s;;;p
f;;;y;;y;b;c;;m;;;;;;;;;;;;;p
;w;f;;f;;b;c;;;;;;;;;;;s;;;;p
;;f;s;f;n;n;;;;;;;;;;e;;;;;;p
;;f;;f;h;;c;;;;;;;;p;;e;;;;;p
;;;;f;;;;;;c;o;;w;;;;e;;;;p;p
;;;;;;;;l;;c;o;;w;;;;e;;;;p;p
;;;s;f;;b;;;;;;;;;;b;t;s;;;;p
;;;s;;;;c;;;v;o;;;;;;;;;w;p;p
t;;;;f;p;;;;;;;;;;;;e;s;s;;;p
f;;f;;f;p;b;;;;;;;;;;b;;;;;;p
f;;;f;f;h;b;c;;;;;;;;;;;;;;;p
f;;;;;;b;;;;;o;;;;;;e;;;w;p;p
;y;x;;f;;;c;;;;;;;;;;e;k;;;;p
f;e;;;;;;c;;;;;;w;;;;;;;w;p;p
;;;;;;;;d;;c;;;w;;;;e;;;w;p;p
;;;;;;b;;d;;;;;;;;c;e;;;w;p;p
f;;;;f;;;;;;;;;;;n;b;e;;k;;;p
f;;;s;;;;c;;;;;;;;;;;;s;w;p;p
;;b;;f;;;;;n;;;;;;w;b;e;;;;;p
;w;f;;f;w;b;c;;;;;;;;;;;;;;;p
;;;y;;;;;;;;;;;;;c;e;;y;w;p;p
;w;f;;f;w;b;;;;;;;;;;;;s;;;;p
t;;;;f;k;;c;;;;;;;;;e;e;;;;;p
;g;;s;f;p;;;;;;;;;;;b;;;s;;;p
t;w;;;f;p;;c;;;;;;;;;;;;s;;;p
;;;;;;;;;;v;;;w;;;?;;;s;w;p;p
;;;;;;;;;;v;o;;w;;;?;;;s;;p;p
t;;;;f;w;b;c;;f;;;;;;;;;;;;;p
;;;s;f;w;b;c;;f;;;;;;;;;;;;;p
;;;;;;b;;;;v;o;;;;;;e;;;w;p;p
;n;;s;;;;c;;;;o;;;;;;;;;w;p;p
;;f;s;;;;c;;;;o;;;;;;;;;w;p;p
;;;;;;;;d;;;o;;;;;;e;;y;w;p;p
;;;;;;;;d;;;;;w;;;?;e;;;w;p;p
f;;;;;;;;d;;;o;;;;;;;;s;w;p;p
f;;;s;;;;;;;v;o;;;;;;;;;w;p;p
;n;;;f;;n;c;;;;;;;w;;?;;;;;;p
;;;s;f;;b;;;;;;;;;;b;t;;s;;;p
f;;;s;f;p;n;w;;;;;;;;;;;;;;;p
;;;;f;;;c;p;;;o;;h;;;;;;;w;p;p
;;;;f;;;c;;;;o;;h;p;;;;;;w;p;p
;;;s;;;b;;;;v;o;p;;;;;;;;w;p;p
