Attribute 0;Attribute 1;Attribute 10;Attribute 11;Attribute 12;Attribute 13;Attribute 14;Attribute 15;Attribute 16;Attribute 17;Attribute 18;Attribute 19;Attribute 2;Attribute 20;Attribute 21;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8;Attribute 9;Attribute 22
e;;;;s;s;;;;;;p;;n;;;;;;c;b;p;d
e;;;;s;s;w;;;;o;;;;v;;;;;c;b;;d
e;;;;s;s;;;;w;o;;;;v;;;;;c;b;;d
e;;;;s;s;w;;;;;p;;;;;;n;;;b;n;d
e;;;;s;s;w;;;;;;;;;;;n;;c;b;n;d
e;f;;;s;s;;w;;;o;;;;;;;;;c;b;;d
e;f;;;s;s;;;;;;p;;;;;;n;;;b;p;d
p;;;;s;s;w;w;;;o;p;;;;;f;;;;;;d
p;x;;;s;s;w;w;;;;p;;;;;f;;;;;;d
e;;t;;s;s;;;;w;o;;;;v;;;;f;;;;d
;;;;s;s;;;;;;p;y;;v;;t;;;;b;n;d
;x;;;s;s;w;w;;;o;p;;;;;;;;w;;;d
e;f;;;s;s;;;;;;;f;;;;;n;;c;b;;d
e;f;;;s;s;;;;;;p;f;;;;;n;;;b;;d
;f;;;s;s;;;;;;p;y;;;;t;;;;b;n;d
e;f;;;s;s;w;;;;o;;;;;;;;;c;b;;d
;f;;;s;s;;;;;;p;y;n;;;t;;;;b;;d
e;;;;s;s;;;;;;p;f;;v;;;n;;;b;;d
e;;;;s;s;;;;;;;;n;;g;;n;;c;b;;d
e;;;;s;s;;;;;;p;;n;;g;;n;;;b;;d
e;;;;s;s;;w;;;o;;;;v;;;;;c;b;;d
e;;;;s;s;;w;;;;;;n;;;;n;;c;b;;d
e;;;;s;s;;w;;;;p;;n;;;;n;;;b;;d
e;;;;s;s;;w;;;;;;;;;;n;;c;b;n;d
e;;;;s;s;;;;;;p;;;y;;;n;;;b;p;d
e;;;;s;s;;w;;;;p;;;;;;n;;;b;n;d
;;;b;s;s;;;;w;o;p;;;;;;;f;;;n;d
e;f;;;s;s;;w;;;;p;;n;;;;;;c;b;;d
;x;e;b;s;s;w;w;;;o;p;;;;;;;;;;;d
e;f;;;s;s;w;;;;;p;;n;;;;;;c;b;;d
e;;;;s;s;;;;;o;p;;;y;;;n;;c;b;;d
e;;;;s;s;;;;;o;p;;;y;;t;;;c;b;;d
